ID,year,city_ID,city_FAA,aveTemp,LAT,LONG,ELEV,City
1,1960,1,ABQ,57.025,35.0419,-106.6155,1618.5,Albuquerque
2,1961,1,ABQ,55.50833333,35.0419,-106.6155,1618.5,Albuquerque
3,1962,1,ABQ,56.25,35.0419,-106.6155,1618.5,Albuquerque
4,1963,1,ABQ,57.23333333,35.0419,-106.6155,1618.5,Albuquerque
5,1964,1,ABQ,54.53333333,35.0419,-106.6155,1618.5,Albuquerque
6,1965,1,ABQ,55.85833333,35.0419,-106.6155,1618.5,Albuquerque
7,1966,1,ABQ,55.40833333,35.0419,-106.6155,1618.5,Albuquerque
8,1967,1,ABQ,56.44166667,35.0419,-106.6155,1618.5,Albuquerque
9,1968,1,ABQ,55.46666667,35.0419,-106.6155,1618.5,Albuquerque
10,1969,1,ABQ,56.5,35.0419,-106.6155,1618.5,Albuquerque
11,1970,1,ABQ,55.91666667,35.0419,-106.6155,1618.5,Albuquerque
12,1971,1,ABQ,54.875,35.0419,-106.6155,1618.5,Albuquerque
13,1972,1,ABQ,56.675,35.0419,-106.6155,1618.5,Albuquerque
14,1973,1,ABQ,54.80833333,35.0419,-106.6155,1618.5,Albuquerque
15,1974,1,ABQ,56.64166667,35.0419,-106.6155,1618.5,Albuquerque
16,1975,1,ABQ,54.28333333,35.0419,-106.6155,1618.5,Albuquerque
17,1976,1,ABQ,54.85,35.0419,-106.6155,1618.5,Albuquerque
18,1977,1,ABQ,56.725,35.0419,-106.6155,1618.5,Albuquerque
19,1978,1,ABQ,57.325,35.0419,-106.6155,1618.5,Albuquerque
20,1979,1,ABQ,57.175,35.0419,-106.6155,1618.5,Albuquerque
21,1980,1,ABQ,57.44166667,35.0419,-106.6155,1618.5,Albuquerque
22,1981,1,ABQ,58.04166667,35.0419,-106.6155,1618.5,Albuquerque
23,1982,1,ABQ,56.2,35.0419,-106.6155,1618.5,Albuquerque
24,1983,1,ABQ,56.75,35.0419,-106.6155,1618.5,Albuquerque
25,1984,1,ABQ,55.95,35.0419,-106.6155,1618.5,Albuquerque
26,1985,1,ABQ,56.23333333,35.0419,-106.6155,1618.5,Albuquerque
27,1986,1,ABQ,56.51666667,35.0419,-106.6155,1618.5,Albuquerque
28,1987,1,ABQ,55.7,35.0419,-106.6155,1618.5,Albuquerque
29,1988,1,ABQ,56.56666667,35.0419,-106.6155,1618.5,Albuquerque
30,1989,1,ABQ,58,35.0419,-106.6155,1618.5,Albuquerque
31,1990,1,ABQ,56.50833333,35.0419,-106.6155,1618.5,Albuquerque
32,1991,1,ABQ,56.79166667,35.0419,-106.6155,1618.5,Albuquerque
33,1992,1,ABQ,56.28333333,35.0419,-106.6155,1618.5,Albuquerque
34,1993,1,ABQ,57.48333333,35.0419,-106.6155,1618.5,Albuquerque
35,1994,1,ABQ,59.025,35.0419,-106.6155,1618.5,Albuquerque
36,1995,1,ABQ,59.39166667,35.0419,-106.6155,1618.5,Albuquerque
37,1996,1,ABQ,58.275,35.0419,-106.6155,1618.5,Albuquerque
38,1997,1,ABQ,56.275,35.0419,-106.6155,1618.5,Albuquerque
39,1998,1,ABQ,57.25,35.0419,-106.6155,1618.5,Albuquerque
40,1999,1,ABQ,57.39166667,35.0419,-106.6155,1618.5,Albuquerque
41,2000,1,ABQ,58.44166667,35.0419,-106.6155,1618.5,Albuquerque
42,2001,1,ABQ,58.40833333,35.0419,-106.6155,1618.5,Albuquerque
43,2002,1,ABQ,58.06666667,35.0419,-106.6155,1618.5,Albuquerque
44,2003,1,ABQ,59.10833333,35.0419,-106.6155,1618.5,Albuquerque
45,2004,1,ABQ,57.19166667,35.0419,-106.6155,1618.5,Albuquerque
46,2005,1,ABQ,58.525,35.0419,-106.6155,1618.5,Albuquerque
47,2006,1,ABQ,57.95833333,35.0419,-106.6155,1618.5,Albuquerque
48,2007,1,ABQ,57.93333333,35.0419,-106.6155,1618.5,Albuquerque
49,2008,1,ABQ,57.33333333,35.0419,-106.6155,1618.5,Albuquerque
50,2009,1,ABQ,58.01666667,35.0419,-106.6155,1618.5,Albuquerque
51,2010,1,ABQ,58.24166667,35.0419,-106.6155,1618.5,Albuquerque
52,2011,1,ABQ,58.25833333,35.0419,-106.6155,1618.5,Albuquerque
53,2012,1,ABQ,59.84166667,35.0419,-106.6155,1618.5,Albuquerque
54,2013,1,ABQ,57.475,35.0419,-106.6155,1618.5,Albuquerque
55,2014,1,ABQ,58.625,35.0419,-106.6155,1618.5,Albuquerque
56,2015,1,ABQ,58.575,35.0419,-106.6155,1618.5,Albuquerque
57,2016,1,ABQ,59.15833333,35.0419,-106.6155,1618.5,Albuquerque
58,2017,1,ABQ,60.06666667,35.0419,-106.6155,1618.5,Albuquerque
59,2018,1,ABQ,59.075,35.0419,-106.6155,1618.5,Albuquerque
60,2019,1,ABQ,57.475,35.0419,-106.6155,1618.5,Albuquerque
61,2020,1,ABQ,59.19166667,35.0419,-106.6155,1618.5,Albuquerque
62,1960,2,ATL,60.90833333,33.6301,-84.4418,307.8,Atlanta
63,1961,2,ATL,60.14166667,33.6301,-84.4418,307.8,Atlanta
64,1962,2,ATL,60.25833333,33.6301,-84.4418,307.8,Atlanta
65,1963,2,ATL,59.56666667,33.6301,-84.4418,307.8,Atlanta
66,1964,2,ATL,60.425,33.6301,-84.4418,307.8,Atlanta
67,1965,2,ATL,60.675,33.6301,-84.4418,307.8,Atlanta
68,1966,2,ATL,59.19166667,33.6301,-84.4418,307.8,Atlanta
69,1967,2,ATL,59.675,33.6301,-84.4418,307.8,Atlanta
70,1968,2,ATL,59.46666667,33.6301,-84.4418,307.8,Atlanta
71,1969,2,ATL,60.08333333,33.6301,-84.4418,307.8,Atlanta
72,1970,2,ATL,61.53333333,33.6301,-84.4418,307.8,Atlanta
73,1971,2,ATL,61.31666667,33.6301,-84.4418,307.8,Atlanta
74,1972,2,ATL,60.78333333,33.6301,-84.4418,307.8,Atlanta
75,1973,2,ATL,61.29166667,33.6301,-84.4418,307.8,Atlanta
76,1974,2,ATL,62,33.6301,-84.4418,307.8,Atlanta
77,1975,2,ATL,61.31666667,33.6301,-84.4418,307.8,Atlanta
78,1976,2,ATL,59.125,33.6301,-84.4418,307.8,Atlanta
79,1977,2,ATL,60.25,33.6301,-84.4418,307.8,Atlanta
80,1978,2,ATL,60.825,33.6301,-84.4418,307.8,Atlanta
81,1979,2,ATL,61.55,33.6301,-84.4418,307.8,Atlanta
82,1980,2,ATL,63.18333333,33.6301,-84.4418,307.8,Atlanta
83,1981,2,ATL,61.70833333,33.6301,-84.4418,307.8,Atlanta
84,1982,2,ATL,61.89166667,33.6301,-84.4418,307.8,Atlanta
85,1983,2,ATL,60.1,33.6301,-84.4418,307.8,Atlanta
86,1984,2,ATL,61.85,33.6301,-84.4418,307.8,Atlanta
87,1985,2,ATL,62.20833333,33.6301,-84.4418,307.8,Atlanta
88,1986,2,ATL,63.69166667,33.6301,-84.4418,307.8,Atlanta
89,1987,2,ATL,62.775,33.6301,-84.4418,307.8,Atlanta
90,1988,2,ATL,62.21666667,33.6301,-84.4418,307.8,Atlanta
91,1989,2,ATL,62.66666667,33.6301,-84.4418,307.8,Atlanta
92,1990,2,ATL,64.925,33.6301,-84.4418,307.8,Atlanta
93,1991,2,ATL,63.70833333,33.6301,-84.4418,307.8,Atlanta
94,1992,2,ATL,61.88333333,33.6301,-84.4418,307.8,Atlanta
95,1993,2,ATL,63.325,33.6301,-84.4418,307.8,Atlanta
96,1994,2,ATL,64.16666667,33.6301,-84.4418,307.8,Atlanta
97,1995,2,ATL,63.1,33.6301,-84.4418,307.8,Atlanta
98,1996,2,ATL,62.7,33.6301,-84.4418,307.8,Atlanta
99,1997,2,ATL,61.13333333,33.6301,-84.4418,307.8,Atlanta
100,1998,2,ATL,63.36666667,33.6301,-84.4418,307.8,Atlanta
101,1999,2,ATL,63.10833333,33.6301,-84.4418,307.8,Atlanta
102,2000,2,ATL,62.075,33.6301,-84.4418,307.8,Atlanta
103,2001,2,ATL,62.50833333,33.6301,-84.4418,307.8,Atlanta
104,2002,2,ATL,62.75833333,33.6301,-84.4418,307.8,Atlanta
105,2003,2,ATL,61.71666667,33.6301,-84.4418,307.8,Atlanta
106,2004,2,ATL,62.675,33.6301,-84.4418,307.8,Atlanta
107,2005,2,ATL,62.25833333,33.6301,-84.4418,307.8,Atlanta
108,2006,2,ATL,63.35,33.6301,-84.4418,307.8,Atlanta
109,2007,2,ATL,64.38333333,33.6301,-84.4418,307.8,Atlanta
110,2008,2,ATL,62.39166667,33.6301,-84.4418,307.8,Atlanta
111,2009,2,ATL,62.075,33.6301,-84.4418,307.8,Atlanta
112,2010,2,ATL,62.5,33.6301,-84.4418,307.8,Atlanta
113,2011,2,ATL,64.18333333,33.6301,-84.4418,307.8,Atlanta
114,2012,2,ATL,65.525,33.6301,-84.4418,307.8,Atlanta
115,2013,2,ATL,62.15,33.6301,-84.4418,307.8,Atlanta
116,2014,2,ATL,62.23333333,33.6301,-84.4418,307.8,Atlanta
117,2015,2,ATL,64.475,33.6301,-84.4418,307.8,Atlanta
118,2016,2,ATL,65.83333333,33.6301,-84.4418,307.8,Atlanta
119,2017,2,ATL,65.36666667,33.6301,-84.4418,307.8,Atlanta
120,2018,2,ATL,64.46666667,33.6301,-84.4418,307.8,Atlanta
121,2019,2,ATL,66.14166667,33.6301,-84.4418,307.8,Atlanta
122,2020,2,ATL,64.75833333,33.6301,-84.4418,307.8,Atlanta
123,1960,3,BHM,61.59166667,33.56556,-86.745,187.5,Birmingham
124,1961,3,BHM,62.525,33.56556,-86.745,187.5,Birmingham
125,1962,3,BHM,64.075,33.56556,-86.745,187.5,Birmingham
126,1963,3,BHM,61.7,33.56556,-86.745,187.5,Birmingham
127,1964,3,BHM,62.45833333,33.56556,-86.745,187.5,Birmingham
128,1965,3,BHM,61.83333333,33.56556,-86.745,187.5,Birmingham
129,1966,3,BHM,60.48333333,33.56556,-86.745,187.5,Birmingham
130,1967,3,BHM,60.9,33.56556,-86.745,187.5,Birmingham
131,1968,3,BHM,60.65833333,33.56556,-86.745,187.5,Birmingham
132,1969,3,BHM,60.73333333,33.56556,-86.745,187.5,Birmingham
133,1970,3,BHM,61.94166667,33.56556,-86.745,187.5,Birmingham
134,1971,3,BHM,61.86666667,33.56556,-86.745,187.5,Birmingham
135,1972,3,BHM,61.75,33.56556,-86.745,187.5,Birmingham
136,1973,3,BHM,62.025,33.56556,-86.745,187.5,Birmingham
137,1974,3,BHM,62.875,33.56556,-86.745,187.5,Birmingham
138,1975,3,BHM,62.66666667,33.56556,-86.745,187.5,Birmingham
139,1976,3,BHM,60.25,33.56556,-86.745,187.5,Birmingham
140,1977,3,BHM,62.59166667,33.56556,-86.745,187.5,Birmingham
141,1978,3,BHM,61.025,33.56556,-86.745,187.5,Birmingham
142,1979,3,BHM,61.44166667,33.56556,-86.745,187.5,Birmingham
143,1980,3,BHM,62.475,33.56556,-86.745,187.5,Birmingham
144,1981,3,BHM,62.19166667,33.56556,-86.745,187.5,Birmingham
145,1982,3,BHM,63.20833333,33.56556,-86.745,187.5,Birmingham
146,1983,3,BHM,60.19166667,33.56556,-86.745,187.5,Birmingham
147,1984,3,BHM,62.14166667,33.56556,-86.745,187.5,Birmingham
148,1985,3,BHM,61.8,33.56556,-86.745,187.5,Birmingham
149,1986,3,BHM,63.425,33.56556,-86.745,187.5,Birmingham
150,1987,3,BHM,62.45,33.56556,-86.745,187.5,Birmingham
151,1988,3,BHM,61.475,33.56556,-86.745,187.5,Birmingham
152,1989,3,BHM,61.49166667,33.56556,-86.745,187.5,Birmingham
153,1990,3,BHM,64.70833333,33.56556,-86.745,187.5,Birmingham
154,1991,3,BHM,63.99166667,33.56556,-86.745,187.5,Birmingham
155,1992,3,BHM,61.59166667,33.56556,-86.745,187.5,Birmingham
156,1993,3,BHM,62.01666667,33.56556,-86.745,187.5,Birmingham
157,1994,3,BHM,62.725,33.56556,-86.745,187.5,Birmingham
158,1995,3,BHM,62.95833333,33.56556,-86.745,187.5,Birmingham
159,1996,3,BHM,61.85833333,33.56556,-86.745,187.5,Birmingham
160,1997,3,BHM,61.79166667,33.56556,-86.745,187.5,Birmingham
161,1998,3,BHM,64.85,33.56556,-86.745,187.5,Birmingham
162,1999,3,BHM,64.36666667,33.56556,-86.745,187.5,Birmingham
163,2000,3,BHM,63.33333333,33.56556,-86.745,187.5,Birmingham
164,2001,3,BHM,62.45,33.56556,-86.745,187.5,Birmingham
165,2002,3,BHM,63.30833333,33.56556,-86.745,187.5,Birmingham
166,2003,3,BHM,62.51666667,33.56556,-86.745,187.5,Birmingham
167,2004,3,BHM,63.45,33.56556,-86.745,187.5,Birmingham
168,2005,3,BHM,63.325,33.56556,-86.745,187.5,Birmingham
169,2006,3,BHM,64.71666667,33.56556,-86.745,187.5,Birmingham
170,2007,3,BHM,65.33333333,33.56556,-86.745,187.5,Birmingham
171,2008,3,BHM,63.41666667,33.56556,-86.745,187.5,Birmingham
172,2009,3,BHM,62.86666667,33.56556,-86.745,187.5,Birmingham
173,2010,3,BHM,63.20833333,33.56556,-86.745,187.5,Birmingham
174,2011,3,BHM,64.38333333,33.56556,-86.745,187.5,Birmingham
175,2012,3,BHM,65.45,33.56556,-86.745,187.5,Birmingham
176,2013,3,BHM,62.475,33.56556,-86.745,187.5,Birmingham
177,2014,3,BHM,62.38333333,33.56556,-86.745,187.5,Birmingham
178,2015,3,BHM,64.625,33.56556,-86.745,187.5,Birmingham
179,2016,3,BHM,66.24166667,33.56556,-86.745,187.5,Birmingham
180,2017,3,BHM,65.55833333,33.56556,-86.745,187.5,Birmingham
181,2018,3,BHM,64.89166667,33.56556,-86.745,187.5,Birmingham
182,2019,3,BHM,65.83333333,33.56556,-86.745,187.5,Birmingham
183,2020,3,BHM,65.15833333,33.56556,-86.745,187.5,Birmingham
184,1960,4,BIL,48.24166667,45.8069,-108.5422,1091.5,Billings
185,1961,4,BIL,49.20833333,45.8069,-108.5422,1091.5,Billings
186,1962,4,BIL,47.44166667,45.8069,-108.5422,1091.5,Billings
187,1963,4,BIL,47.88333333,45.8069,-108.5422,1091.5,Billings
188,1964,4,BIL,46.44166667,45.8069,-108.5422,1091.5,Billings
189,1965,4,BIL,45.25833333,45.8069,-108.5422,1091.5,Billings
190,1966,4,BIL,46.55,45.8069,-108.5422,1091.5,Billings
191,1967,4,BIL,46.93333333,45.8069,-108.5422,1091.5,Billings
192,1968,4,BIL,47.875,45.8069,-108.5422,1091.5,Billings
193,1969,4,BIL,45.15833333,45.8069,-108.5422,1091.5,Billings
194,1970,4,BIL,45.70833333,45.8069,-108.5422,1091.5,Billings
195,1971,4,BIL,45.19166667,45.8069,-108.5422,1091.5,Billings
196,1972,4,BIL,44.26666667,45.8069,-108.5422,1091.5,Billings
197,1973,4,BIL,47.01666667,45.8069,-108.5422,1091.5,Billings
198,1974,4,BIL,47.725,45.8069,-108.5422,1091.5,Billings
199,1975,4,BIL,44.33333333,45.8069,-108.5422,1091.5,Billings
200,1976,4,BIL,47.83333333,45.8069,-108.5422,1091.5,Billings
201,1977,4,BIL,47.24166667,45.8069,-108.5422,1091.5,Billings
202,1978,4,BIL,42.6,45.8069,-108.5422,1091.5,Billings
203,1979,4,BIL,46.65833333,45.8069,-108.5422,1091.5,Billings
204,1980,4,BIL,49.1,45.8069,-108.5422,1091.5,Billings
205,1981,4,BIL,50.475,45.8069,-108.5422,1091.5,Billings
206,1982,4,BIL,45.79166667,45.8069,-108.5422,1091.5,Billings
207,1983,4,BIL,48.38333333,45.8069,-108.5422,1091.5,Billings
208,1984,4,BIL,47.75833333,45.8069,-108.5422,1091.5,Billings
209,1985,4,BIL,44.75833333,45.8069,-108.5422,1091.5,Billings
210,1986,4,BIL,48.65,45.8069,-108.5422,1091.5,Billings
211,1987,4,BIL,50.21666667,45.8069,-108.5422,1091.5,Billings
212,1988,4,BIL,50.10833333,45.8069,-108.5422,1091.5,Billings
213,1989,4,BIL,45.9,45.8069,-108.5422,1091.5,Billings
214,1990,4,BIL,48.53333333,45.8069,-108.5422,1091.5,Billings
215,1991,4,BIL,48.65,45.8069,-108.5422,1091.5,Billings
216,1992,4,BIL,49.26666667,45.8069,-108.5422,1091.5,Billings
217,1993,4,BIL,45.55833333,45.8069,-108.5422,1091.5,Billings
218,1994,4,BIL,49.15,45.8069,-108.5422,1091.5,Billings
219,1995,4,BIL,47.41666667,45.8069,-108.5422,1091.5,Billings
220,1996,4,BIL,44.4,45.8069,-108.5422,1091.5,Billings
221,1997,4,BIL,47.14166667,45.8069,-108.5422,1091.5,Billings
222,1998,4,BIL,48.65,45.8069,-108.5422,1091.5,Billings
223,1999,4,BIL,49.83333333,45.8069,-108.5422,1091.5,Billings
224,2000,4,BIL,47.575,45.8069,-108.5422,1091.5,Billings
225,2001,4,BIL,48.975,45.8069,-108.5422,1091.5,Billings
226,2002,4,BIL,46.71666667,45.8069,-108.5422,1091.5,Billings
227,2003,4,BIL,49.175,45.8069,-108.5422,1091.5,Billings
228,2004,4,BIL,48.89166667,45.8069,-108.5422,1091.5,Billings
229,2005,4,BIL,48.375,45.8069,-108.5422,1091.5,Billings
230,2006,4,BIL,49.98333333,45.8069,-108.5422,1091.5,Billings
231,2007,4,BIL,49.15,45.8069,-108.5422,1091.5,Billings
232,2008,4,BIL,47.65,45.8069,-108.5422,1091.5,Billings
233,2009,4,BIL,47.41666667,45.8069,-108.5422,1091.5,Billings
234,2010,4,BIL,47.31666667,45.8069,-108.5422,1091.5,Billings
235,2011,4,BIL,47.25833333,45.8069,-108.5422,1091.5,Billings
236,2012,4,BIL,51,45.8069,-108.5422,1091.5,Billings
237,2013,4,BIL,48.35,45.8069,-108.5422,1091.5,Billings
238,2014,4,BIL,47.29166667,45.8069,-108.5422,1091.5,Billings
239,2015,4,BIL,50.66666667,45.8069,-108.5422,1091.5,Billings
240,2016,4,BIL,50.725,45.8069,-108.5422,1091.5,Billings
241,2017,4,BIL,48.475,45.8069,-108.5422,1091.5,Billings
242,2018,4,BIL,46.25833333,45.8069,-108.5422,1091.5,Billings
243,2019,4,BIL,45.43333333,45.8069,-108.5422,1091.5,Billings
244,2020,4,BIL,49.10833333,45.8069,-108.5422,1091.5,Billings
245,1960,5,BIS,42.25,46.7825,-100.7572,503.2,Bismarck
246,1961,5,BIS,43.44166667,46.7825,-100.7572,503.2,Bismarck
247,1962,5,BIS,42.46666667,46.7825,-100.7572,503.2,Bismarck
248,1963,5,BIS,43.61666667,46.7825,-100.7572,503.2,Bismarck
249,1964,5,BIS,40.95,46.7825,-100.7572,503.2,Bismarck
250,1965,5,BIS,39.49166667,46.7825,-100.7572,503.2,Bismarck
251,1966,5,BIS,39.56666667,46.7825,-100.7572,503.2,Bismarck
252,1967,5,BIS,39.98333333,46.7825,-100.7572,503.2,Bismarck
253,1968,5,BIS,40.29166667,46.7825,-100.7572,503.2,Bismarck
254,1969,5,BIS,40.76666667,46.7825,-100.7572,503.2,Bismarck
255,1970,5,BIS,40.075,46.7825,-100.7572,503.2,Bismarck
256,1971,5,BIS,40.39166667,46.7825,-100.7572,503.2,Bismarck
257,1972,5,BIS,39.88333333,46.7825,-100.7572,503.2,Bismarck
258,1973,5,BIS,42.43333333,46.7825,-100.7572,503.2,Bismarck
259,1974,5,BIS,40.56666667,46.7825,-100.7572,503.2,Bismarck
260,1975,5,BIS,41.025,46.7825,-100.7572,503.2,Bismarck
261,1976,5,BIS,43.51666667,46.7825,-100.7572,503.2,Bismarck
262,1977,5,BIS,42.03333333,46.7825,-100.7572,503.2,Bismarck
263,1978,5,BIS,39.61666667,46.7825,-100.7572,503.2,Bismarck
264,1979,5,BIS,38.16666667,46.7825,-100.7572,503.2,Bismarck
265,1980,5,BIS,43.24166667,46.7825,-100.7572,503.2,Bismarck
266,1981,5,BIS,44.79166667,46.7825,-100.7572,503.2,Bismarck
267,1982,5,BIS,38.94166667,46.7825,-100.7572,503.2,Bismarck
268,1983,5,BIS,42.64166667,46.7825,-100.7572,503.2,Bismarck
269,1984,5,BIS,42.00833333,46.7825,-100.7572,503.2,Bismarck
270,1985,5,BIS,39.19166667,46.7825,-100.7572,503.2,Bismarck
271,1986,5,BIS,43.20833333,46.7825,-100.7572,503.2,Bismarck
272,1987,5,BIS,46.1,46.7825,-100.7572,503.2,Bismarck
273,1988,5,BIS,43.8,46.7825,-100.7572,503.2,Bismarck
274,1989,5,BIS,41.50833333,46.7825,-100.7572,503.2,Bismarck
275,1990,5,BIS,44.23333333,46.7825,-100.7572,503.2,Bismarck
276,1991,5,BIS,44.54166667,46.7825,-100.7572,503.2,Bismarck
277,1992,5,BIS,43.1,46.7825,-100.7572,503.2,Bismarck
278,1993,5,BIS,40.11666667,46.7825,-100.7572,503.2,Bismarck
279,1994,5,BIS,41.49166667,46.7825,-100.7572,503.2,Bismarck
280,1995,5,BIS,41.34166667,46.7825,-100.7572,503.2,Bismarck
281,1996,5,BIS,38.69166667,46.7825,-100.7572,503.2,Bismarck
282,1997,5,BIS,43.14166667,46.7825,-100.7572,503.2,Bismarck
283,1998,5,BIS,45.16666667,46.7825,-100.7572,503.2,Bismarck
284,1999,5,BIS,44.76666667,46.7825,-100.7572,503.2,Bismarck
285,2000,5,BIS,43.2,46.7825,-100.7572,503.2,Bismarck
286,2001,5,BIS,44.325,46.7825,-100.7572,503.2,Bismarck
287,2002,5,BIS,43.35,46.7825,-100.7572,503.2,Bismarck
288,2003,5,BIS,43.3,46.7825,-100.7572,503.2,Bismarck
289,2004,5,BIS,43.33333333,46.7825,-100.7572,503.2,Bismarck
290,2005,5,BIS,44.80833333,46.7825,-100.7572,503.2,Bismarck
291,2006,5,BIS,46.14166667,46.7825,-100.7572,503.2,Bismarck
292,2007,5,BIS,43.49166667,46.7825,-100.7572,503.2,Bismarck
293,2008,5,BIS,41.65833333,46.7825,-100.7572,503.2,Bismarck
294,2009,5,BIS,40.61666667,46.7825,-100.7572,503.2,Bismarck
295,2010,5,BIS,42.275,46.7825,-100.7572,503.2,Bismarck
296,2011,5,BIS,41.75,46.7825,-100.7572,503.2,Bismarck
297,2012,5,BIS,45.50833333,46.7825,-100.7572,503.2,Bismarck
298,2013,5,BIS,41.20833333,46.7825,-100.7572,503.2,Bismarck
299,2014,5,BIS,41.525,46.7825,-100.7572,503.2,Bismarck
300,2015,5,BIS,45.33333333,46.7825,-100.7572,503.2,Bismarck
301,2016,5,BIS,46.525,46.7825,-100.7572,503.2,Bismarck
302,2017,5,BIS,44.75833333,46.7825,-100.7572,503.2,Bismarck
303,2018,5,BIS,42.34166667,46.7825,-100.7572,503.2,Bismarck
304,2019,5,BIS,40.50833333,46.7825,-100.7572,503.2,Bismarck
305,2020,5,BIS,45.68333333,46.7825,-100.7572,503.2,Bismarck
306,1960,6,BNA,57.40833333,36.11889,-86.68917,182.9,Nashville
307,1961,6,BNA,58.375,36.11889,-86.68917,182.9,Nashville
308,1962,6,BNA,58.86666667,36.11889,-86.68917,182.9,Nashville
309,1963,6,BNA,57.74166667,36.11889,-86.68917,182.9,Nashville
310,1964,6,BNA,59.41666667,36.11889,-86.68917,182.9,Nashville
311,1965,6,BNA,59.73333333,36.11889,-86.68917,182.9,Nashville
312,1966,6,BNA,58.25833333,36.11889,-86.68917,182.9,Nashville
313,1967,6,BNA,58.68333333,36.11889,-86.68917,182.9,Nashville
314,1968,6,BNA,57.275,36.11889,-86.68917,182.9,Nashville
315,1969,6,BNA,58.525,36.11889,-86.68917,182.9,Nashville
316,1970,6,BNA,58.79166667,36.11889,-86.68917,182.9,Nashville
317,1971,6,BNA,59.23333333,36.11889,-86.68917,182.9,Nashville
318,1972,6,BNA,59.55833333,36.11889,-86.68917,182.9,Nashville
319,1973,6,BNA,60.425,36.11889,-86.68917,182.9,Nashville
320,1974,6,BNA,59.75,36.11889,-86.68917,182.9,Nashville
321,1975,6,BNA,60.23333333,36.11889,-86.68917,182.9,Nashville
322,1976,6,BNA,57.425,36.11889,-86.68917,182.9,Nashville
323,1977,6,BNA,59.4,36.11889,-86.68917,182.9,Nashville
324,1978,6,BNA,57.95833333,36.11889,-86.68917,182.9,Nashville
325,1979,6,BNA,57.21666667,36.11889,-86.68917,182.9,Nashville
326,1980,6,BNA,59.15833333,36.11889,-86.68917,182.9,Nashville
327,1981,6,BNA,58.66666667,36.11889,-86.68917,182.9,Nashville
328,1982,6,BNA,59.25,36.11889,-86.68917,182.9,Nashville
329,1983,6,BNA,59.16666667,36.11889,-86.68917,182.9,Nashville
330,1984,6,BNA,58.70833333,36.11889,-86.68917,182.9,Nashville
331,1985,6,BNA,58.90833333,36.11889,-86.68917,182.9,Nashville
332,1986,6,BNA,60.26666667,36.11889,-86.68917,182.9,Nashville
333,1987,6,BNA,60.31666667,36.11889,-86.68917,182.9,Nashville
334,1988,6,BNA,58.95833333,36.11889,-86.68917,182.9,Nashville
335,1989,6,BNA,58.78333333,36.11889,-86.68917,182.9,Nashville
336,1990,6,BNA,62.05,36.11889,-86.68917,182.9,Nashville
337,1991,6,BNA,61.34166667,36.11889,-86.68917,182.9,Nashville
338,1992,6,BNA,59.11666667,36.11889,-86.68917,182.9,Nashville
339,1993,6,BNA,59.10833333,36.11889,-86.68917,182.9,Nashville
340,1994,6,BNA,59.80833333,36.11889,-86.68917,182.9,Nashville
341,1995,6,BNA,59.55,36.11889,-86.68917,182.9,Nashville
342,1996,6,BNA,58.3,36.11889,-86.68917,182.9,Nashville
343,1997,6,BNA,58.25,36.11889,-86.68917,182.9,Nashville
344,1998,6,BNA,61.80833333,36.11889,-86.68917,182.9,Nashville
345,1999,6,BNA,60.925,36.11889,-86.68917,182.9,Nashville
346,2000,6,BNA,59.65,36.11889,-86.68917,182.9,Nashville
347,2001,6,BNA,59.78333333,36.11889,-86.68917,182.9,Nashville
348,2002,6,BNA,60.00833333,36.11889,-86.68917,182.9,Nashville
349,2003,6,BNA,58.75,36.11889,-86.68917,182.9,Nashville
350,2004,6,BNA,60.1,36.11889,-86.68917,182.9,Nashville
351,2005,6,BNA,60.51666667,36.11889,-86.68917,182.9,Nashville
352,2006,6,BNA,61.41666667,36.11889,-86.68917,182.9,Nashville
353,2007,6,BNA,62.29166667,36.11889,-86.68917,182.9,Nashville
354,2008,6,BNA,59.38333333,36.11889,-86.68917,182.9,Nashville
355,2009,6,BNA,59.00833333,36.11889,-86.68917,182.9,Nashville
356,2010,6,BNA,59.53333333,36.11889,-86.68917,182.9,Nashville
357,2011,6,BNA,60.40833333,36.11889,-86.68917,182.9,Nashville
358,2012,6,BNA,62.26666667,36.11889,-86.68917,182.9,Nashville
359,2013,6,BNA,59.26666667,36.11889,-86.68917,182.9,Nashville
360,2014,6,BNA,58.90833333,36.11889,-86.68917,182.9,Nashville
361,2015,6,BNA,61.20833333,36.11889,-86.68917,182.9,Nashville
362,2016,6,BNA,62.74166667,36.11889,-86.68917,182.9,Nashville
363,2017,6,BNA,62.44166667,36.11889,-86.68917,182.9,Nashville
364,2018,6,BNA,61.75,36.11889,-86.68917,182.9,Nashville
365,2019,6,BNA,62.5,36.11889,-86.68917,182.9,Nashville
366,2020,6,BNA,61.8,36.11889,-86.68917,182.9,Nashville
367,1960,7,BOI,50.99166667,43.5666,-116.24055,875.4,Boise
368,1961,7,BOI,52.1,43.5666,-116.24055,875.4,Boise
369,1962,7,BOI,50.30833333,43.5666,-116.24055,875.4,Boise
370,1963,7,BOI,52.49166667,43.5666,-116.24055,875.4,Boise
371,1964,7,BOI,48.43333333,43.5666,-116.24055,875.4,Boise
372,1965,7,BOI,51,43.5666,-116.24055,875.4,Boise
373,1966,7,BOI,51.625,43.5666,-116.24055,875.4,Boise
374,1967,7,BOI,52.25833333,43.5666,-116.24055,875.4,Boise
